Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code
WCC06-61045  ,GOLDEN GATE - EL SOBRANTE               ,5329A SAN PABLO DAM ROAD                ,                                        ,,EL SOBRANTE         ,CA             ,94803,(510) 758-0261,2900,545,
WCC09-91114  ,CHEVRON - WAYNES                        ,101 LAKE BLVD                          ,                                        ,,REDDING             ,CA             ,96003,(530) 241-0913,2900,545,
WCC09-91186  ,COUNTRY STOP                            ,619 FREMONT ST                          ,                                        ,,COLUSA              ,CA             ,95932,(530) 458-7323,2900,545,
WCC09-91191  ,CROSS PETROLEUM                         ,6920 LOCKHEED DR                        ,                                        ,,REDDING             ,CA             ,96002,(530) 221-2588,2900,545,
WCC09-92301  ,CHEV. CHURNCREEK-LANE ENTERPRISES       ,4746 CHURN CREEK RD                     ,                                        ,,REDDING             ,CA             ,96002,(530) 222-6136,2900,545,
WCC09-95609  ,SHELL - JACKSON                         ,9701 JACKSON RD                         ,                                        ,,SACRAMENTO          ,CA             ,95828,(916) 628-4637,2900,545,
WCC09-95623  ,BRETT HARTE MARKET                      ,93 WOODLAND AVE                         ,                                        ,,SAN RAFAEL          ,CA             ,94910,(415) 456-0162,2900,545,
WCC09-95624  ,SHELL - CORBY AVE                       ,2575 CORBY AVE                          ,                                        ,,SANTA ROSA          ,CA             ,95407,(707) 631-6828,2900,545,
WCC09-95627  ,GAS N SHOP - DIXON #209                 ,7884 SCHROEDER RD                       ,                                        ,,DIXON               ,CA             ,95620,(707) 678-9467,2900,545,
WCC09-95631  ,PANADERIA BAKERY                        ,739 EAST ST                             ,                                        ,,WOODLAND            ,CA             ,95776,(530) 383-1141,2900,545,
WCC09-95661  ,TEXACO - LAKESHORE                      ,20749 LAKESHORE DR                      ,                                        ,,LAKEHEAD            ,CA             ,96051,(530) 962-3034,2900,545,
WCC09-95666  ,CHEVRON - LAGUNA WEST                   ,9146 HARBOUR POINT DR                   ,                                        ,,ELK GROVE           ,CA             ,95758,(916) 647-4187,2900,545,
WCC09-95673  ,SILVER SKILLET                          ,2828 EL CENTRO RD                       ,                                        ,,SACRAMENTO          ,CA             ,95833,(916) 927-7395,2900,545,
WCC09-97700  ,SHINGLE SPRINGS RANCHERIA EXPRESS FUEL  ,3920 SHINGLE SPRINGS DR                 ,                                        ,,SHINGLE SPRINGS     ,CA             ,95682,(530) 409-1308,2900,545,
WCC09-97702  ,VALERO - MAINE                          ,200 MAINE ST                            ,                                        ,,VALLEJO             ,CA             ,94590,(510) 375-0631,2900,545,
WCC09-97703  ,ANABI OIL - AISLE 1 #578                ,2350 ARENA BLVD                         ,                                        ,,SACRAMENTO          ,CA             ,95834,(916) 928-5625,2900,545,
WCC09-97708  ,ANABI OIL - AISLE 1 #352                ,10430 TWIN CITIES ROAD                  ,                                        ,,GALT                ,CA             ,95632,(209) 744-8090,2900,545,
WCC09-97709  ,ANABI OIL - AISLE 1 #280                ,43 LINCOLN BLVD                         ,                                        ,,LINCOLN             ,CA             ,95648,(916) 625-4722,2900,545,
WCC09-97717  ,DIAMOND GAS AND MART - FOLSOM BLVD      ,8329 FOLSOM BLVD                        ,                                        ,,SACRAMENTO          ,CA             ,95826,(661) 829-9218,2900,545,
WCC09-97726  ,ANABI OIL #68169 - NAPA                 ,385 SILVERADO TRAIL                     ,                                        ,,NAPA                ,CA             ,94559,(707) 253-7185,2900,545,
WCC06-61089  ,SEMINARY GAS & FOOD                     ,6235 SEMINARY AVE                       ,                                        ,,OAKLAND             ,CA             ,94605,(510) 639-7260,2900,545,
WCC06-61096  ,EXPRESS GAS AND MART                    ,2951 HIGH ST                           ,                                        ,,OAKLAND             ,CA             ,94619,(510) 436-8400,2900,545,
WCC06-61101  ,FAST GAS AND MINI MART                  ,5910 MACARTHUR                          ,                                        ,,OAKLAND             ,CA             ,94605,(510) 569-1666,2900,545,
WCC06-61150  ,AJ FUEL AND MARKET - CAPITOLA           ,836 BAY AVE                            ,                                        ,,CAPITOLA            ,CA             ,95010,(831) 479-1622,2900,545,
WCC09-92321  ,MACS TRUE VALUE                         ,550 E GRIDLEY HWY                       ,                                        ,,GRIDLEY             ,CA             ,95948,(530) 846-0987,2900,545,
WCC09-95388  ,76 PINE GROVE - REDDING OIL             ,2725 CASCADE BLVD                       ,                                        ,,SHASTA LAKE         ,CA             ,96019,(530) 275-5003,2900,545,
WCC09-95415  ,SHELL - COLOMA                          ,7215 HWY 49                            ,                                        ,,COLOMA              ,CA             ,95651,(530) 642-9715,2900,545,
WCC09-95440  ,PACIFIC PETROLEUM                       ,1499 MARKET ST                          ,                                        ,,YUBA CITY           ,CA             ,95991,(530) 673-8256,2900,545,
WCC14-120004 ,CORNER MARKET                           ,8414 SE 32ND                            ,                                        ,,PORTLAND            ,OR             ,97222,,2900,545,
WCC14-120054 ,B.C. FOOD MARKET                        ,12918 SE FOSTER RD                   ,                                        ,,PORTLAND            ,OR             ,97236,(503) 761-1600,2900,545,
WCC14-120057 ,PRESCOTT CORNER MARKET                  ,1460 NE PRESCOTT                        ,                                        ,,PORTLAND            ,OR             ,97211,(503) 284-7418,2900,545,
WCC14-140026 ,BRIGHTWOOD COUNTRY STORE                ,63029 E BRIGHTWOOD BRIDGE RD          ,                                        ,,BRIGHTWOOD          ,OR             ,97011,(503) 622-4771,2900,545,
WCC09-95461  ,RAYS FOOD PLACE #25 - ETNA              ,124 COLLIER WAY                         ,                                        ,,ETNA                ,CA             ,96027,(530) 467-5235,2900,545,
WCC09-95514  ,THE SANDTRAP                            ,6241 CHURN CREEK RD                     ,                                        ,,REDDING             ,CA             ,96002,(530) 365-6622,2900,545,
WCC09-95547  ,76 - JOLLY WASHER                       ,19249 SONOMA HWY                        ,                                        ,,SONOMA              ,CA             ,95476,(707) 996-3337,2900,545,
WCC09-95550  ,76 - ROSEVILLE                          ,1300 EAST ROSEVILLE PKWY                ,                                        ,,ROSEVILLE           ,CA             ,95661,(916) 782-4600,2900,545,
WCC09-95566  ,76 - REED AVE FOOD MART                 ,705 HARBOR POINTE                       ,                                        ,,SACRAMENTO          ,CA             ,95605,(916) 371-2635,2900,545,
WCC09-95571  ,SHELL - OLIVE DR #20                    ,1010 OLIVE DR                           ,                                        ,,DAVIS               ,CA             ,95616,(530) 297-1100,2900,545,
WCC09-95577  ,GAS N SHOP #112 - VALLEJO               ,199 LINCOLN RD                          ,                                        ,,VALLEJO             ,CA             ,94080,(707) 645-0907,2900,545,
WCC09-95580  ,BEACON - ROSEVILLE                      ,510 WASHINGTON ST                       ,                                        ,,ROSEVILLE           ,CA             ,95678,(916) 781-8026,2900,545,
WCC06-61166  ,CHEVRON - AJ'S - SOQUEL                 ,5955 SOQUEL DR                         ,                                        ,,SOQUEL              ,CA             ,95073,(831) 479-0399,2900,545,
WCC06-61234  ,STOP N SAVE #111                        ,1626 E CAPITOL EXPRESSWAY               ,                                        ,,SAN JOSE            ,CA             ,95124,(408) 274-8790,2900,545,
WCC06-61383  ,FREMONT GAS INC                         ,43250 GRIMMER BLVD                      ,                                        ,,FREMONT             ,CA             ,94538,(408) 234-9335,2900,545,
WCC06-61394  ,GOLDEN GATE - 5TH STREET                ,1107 5TH STREET                         ,                                        ,,OAKLAND             ,CA             ,94607,(510) 836-0774,2900,545,
WCC14-140035 ,PLEASANT VALLEY MARKET                  ,16880 FOSTER ROAD                       ,                                        ,,PORTLAND            ,OR             ,97236,(503) 667-0147,2900,545,
WCC14-140038 ,STONEWALLS MARKET                       ,7449 SE 72ND ST                         ,                                        ,,PORTLAND            ,OR             ,97021,(503) 774-9692,2900,545,
WCC14-140074 ,CASA MEXICO STORE                       ,3400 PORTLAND RD  NE                    ,                                        ,,SALEM               ,OR             ,97301,(503) 391-5115,2900,545,
WCC14-140095 ,BILO FOODS                              ,8725 NE HWY 99                          ,                                        ,,VANCOUVER           ,WA             ,98665,(360) 574-0933,2900,545,
WCC09-95600  ,SHELL - PLACERVILLE                     ,150 PLACERVILLE DR                      ,                                        ,,PLACERVILLE         ,CA             ,95667,(707) 718-1967,2900,545,
WCC09-95617  ,AL'S FOOD & LIQUOR                      ,2538 COTTAGE WAY                        ,                                        ,,SACRAMENTO          ,CA             ,95825,(916) 483-7919,2900,545,
